FHRSID,BusinessName,BusinessNameClean,BusinessType,Address,PostCode,LocalAuthorityName,geocode.longitude,geocode.latitude,FinalClass,ClassificationSource,postcode_clean,msoa_code,assignment_method,msoa_name,borough_code,borough_name
1098742,Pure,pure,Takeaway/sandwich shop,"318 High Holborn, London",WC1V 7BN,City of London Corporation,-0.11346,51.518114,BAKERY_CAFE,LOCATION_VERIFICATION,WC1V7BN,E02000001,postcode,City of London 001,E09000001,City of London
1160107,Pure,pure,Takeaway/sandwich shop,"54 Broadgate Link Lower Concourse, Liverpool Street Station, Liverpool Street, London",EC2M 7PY,City of London Corporation,-0.0813930034637451,51.5190696716309,BAKERY_CAFE,LOCATION_VERIFICATION,EC2M7PY,E02000001,postcode,City of London 001,E09000001,City of London
629359,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"89 Cannon Street, London",EC4N 6HA,City of London Corporation,-0.0891219973564148,51.5111198425293,GROCER_BAKERY,LOCATION_VERIFICATION,EC4N6HA,E02000001,postcode,City of London 001,E09000001,City of London
775591,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"31 New Bridge Street, London",EC4V 6BJ,City of London Corporation,-0.10399,51.512574,GROCER_BAKERY,LOCATION_VERIFICATION,EC4V6BJ,E02000001,postcode,City of London 001,E09000001,City of London
294551,Sainsbury's Local,sainsbury s local,Retailers - supermarkets/hypermarkets,"14 Lombard Street, London",EC3V 9AN,City of London Corporation,-0.08772,51.512554,GROCER_BAKERY,VERIFIED_CANDIDATE,EC3V9AN,E02000001,postcode,City of London 001,E09000001,City of London
294839,Sainsbury's Local,sainsbury s local,Retailers - supermarkets/hypermarkets,"London Stock Exchange, 10 Paternoster Square, London",EC4M 7DY,City of London Corporation,-0.098831,51.514982,GROCER_BAKERY,LOCATION_VERIFICATION,EC4M7DY,E02000001,postcode,City of London 001,E09000001,City of London
294913,Sainsbury's Local,sainsbury s local,Retailers - supermarkets/hypermarkets,"62-64 Cornhill, London",EC3V 3NH,City of London Corporation,-0.084404,51.513615,GROCER_BAKERY,LOCATION_VERIFICATION,EC3V3NH,E02000001,postcode,City of London 001,E09000001,City of London
582622,Sainsbury's Local,sainsbury s local,Retailers - supermarkets/hypermarkets,"Offices Ormond House, 63 Queen Victoria Street, London",EC4N 4UA,City of London Corporation,-0.094209,51.512101,GROCER_BAKERY,LOCATION_VERIFICATION,EC4N4UA,E02000001,postcode,City of London 001,E09000001,City of London
1914086,Sainsburys Supermarket,sainsburys supermarket,Retailers - supermarkets/hypermarkets,"18 - 19 Eldon Street, London",EC2M 7LA,City of London Corporation,-0.0849743,51.5183372,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,EC2M7LA,E02000001,postcode,City of London 001,E09000001,City of London
1536849,Saint Espresso,saint espresso,Takeaway/sandwich shop,"45 Gresham Street, London",EC2V 7QA,City of London Corporation,-0.0951903,51.5160036,BAKERY_CAFE,LOCATION_VERIFICATION,EC2V7QA,E02000001,postcode,City of London 001,E09000001,City of London
1771205,Saint Espresso,saint espresso,Takeaway/sandwich shop,"1A New Street, London",EC2M 4TP,City of London Corporation,-0.079322,51.517245,BAKERY_CAFE,LOCATION_VERIFICATION,EC2M4TP,E02000001,postcode,City of London 001,E09000001,City of London
1844646,Saint Espresso,saint espresso,Restaurant/Cafe/Canteen,"26A Tudor Street, London",EC4Y 0AY,City of London Corporation,-0.106683,51.512627,BAKERY_CAFE,LOCATION_VERIFICATION,EC4Y0AY,E02000001,postcode,City of London 001,E09000001,City of London
1860440,Saint Espresso,saint espresso,Restaurant/Cafe/Canteen,"The Minster Building, 21 Mincing Lane, London",EC3R 7AG,City of London Corporation,-0.0815000000109752,51.5109000000004,BAKERY_CAFE,LOCATION_VERIFICATION,EC3R7AG,E02000001,postcode,City of London 001,E09000001,City of London
1805854,Sandwich Sandwich,sandwich sandwich,Restaurant/Cafe/Canteen,"70 Mark Lane, London",EC3R 7NQ,City of London Corporation,-0.080051,51.510872,BAKERY_CAFE,VERIFIED_CANDIDATE,EC3R7NQ,E02000001,postcode,City of London 001,E09000001,City of London
1845992,Seedy Circles,seedy circles,Restaurant/Cafe/Canteen,"Bouverie House, 154 - 160 Fleet Street, London",EC4A 2DQ,City of London Corporation,-0.1079429,51.5143395,BAKERY_CAFE,VERIFIED_CANDIDATE,EC4A2DQ,E02000001,postcode,City of London 001,E09000001,City of London
1424259,"Starbucks, Broadgate Link",starbucks broadgate link,Takeaway/sandwich shop,"Retail Unit 2 Lower Concourse, Liverpool Street Station, Liverpool Street, London",EC2M 7PY,City of London Corporation,-0.0821018,51.5180923,BAKERY_CAFE,VERIFIED_CANDIDATE,EC2M7PY,E02000001,postcode,City of London 001,E09000001,City of London
1802078,Susleny,susleny,Takeaway/sandwich shop,"5 Dean's Court, London",EC4V 5AA,City of London Corporation,-0.100059,51.513195,BAKERY_CAFE,VERIFIED_CANDIDATE,EC4V5AA,E02000001,postcode,City of London 001,E09000001,City of London
294345,Tesco Metro,tesco metro,Retailers - supermarkets/hypermarkets,"6 Eastcheap, London",EC3M 1AE,City of London Corporation,-0.085223,51.510588,GROCER_BAKERY,VERIFIED_CANDIDATE,EC3M1AE,E02000001,postcode,City of London 001,E09000001,City of London
294431,Tesco Metro,tesco metro,Retailers - supermarkets/hypermarkets,"80B Cheapside, London",EC2V 6EE,City of London Corporation,-0.091717,51.513473,GROCER_BAKERY,LOCATION_VERIFICATION,EC2V6EE,E02000001,postcode,City of London 001,E09000001,City of London
1845995,Tesco Stores Limited,tesco stores limited,Retailers - other,"Retail Unit 1, Juxon House, 100 St Paul's Churchyard, London",EC4M 8BU,City of London Corporation,-0.1002255,51.5141519,GROCER_BAKERY,LOCATION_VERIFICATION,EC4M8BU,E02000001,postcode,City of London 001,E09000001,City of London
1097494,The Good Eating Company @ GAM Investments,the good eating company gam investments,Restaurant/Cafe/Canteen,"8 Finsbury Circus, London",EC2M 7EA,City of London Corporation,-0.0858120024204254,51.517162322998,BAKERY_CAFE,VERIFIED_CANDIDATE,EC2M7EA,E02000001,postcode,City of London 001,E09000001,City of London
1130826,The Roasting Party,the roasting party,Takeaway/sandwich shop,"71 Moorgate, London",EC2R 6BH,City of London Corporation,-0.0889434,51.5171789,BAKERY_CAFE,LOCATION_VERIFICATION,EC2R6BH,E02000001,postcode,City of London 001,E09000001,City of London
294690,The Savanna,the savanna,Retailers - other,"53 Broadgate Link Lower Concourse, Liverpool Street Station, Liverpool Street, London",EC2M 7PY,City of London Corporation,-0.081393,51.519069,GROCER_BAKERY,LOCATION_VERIFICATION,EC2M7PY,E02000001,postcode,City of London 001,E09000001,City of London
1926439,Treelogy Speciality Coffee,treelogy speciality coffee,Restaurant/Cafe/Canteen,"Procession House, 55 Ludgate Hill, London",EC4M 7JW,City of London Corporation,-0.103744,51.513983,BAKERY_CAFE,LOCATION_VERIFICATION,EC4M7JW,E02000001,postcode,City of London 001,E09000001,City of London
578600,Waitrose,waitrose,Retailers - supermarkets/hypermarkets,"46 King William Street, London",EC4R 9AN,City of London Corporation,-0.086701,51.510037,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,EC4R9AN,E02000001,postcode,City of London 001,E09000001,City of London
1882790,Warrens Bakery Liverpool Street Station,warrens bakery liverpool street station,Takeaway/sandwich shop,"T.O. Retail Unit 1 Lower Concourse Liverpool Street Station, Liverpool Street Station, Liverpool Street, London",EC2M 7PY,City of London Corporation,-0.0812778,51.5180584,CORE_BAKERY,VERIFIED_CANDIDATE,EC2M7PY,E02000001,postcode,City of London 001,E09000001,City of London
1682727,Zamarut - Speciality Coffee,zamarut speciality coffee,Restaurant/Cafe/Canteen,"Retail Unit, 18 Devonshire Row, London",EC2M 4RH,City of London Corporation,-0.0798914,51.5168421,BAKERY_CAFE,VERIFIED_CANDIDATE,EC2M4RH,E02000001,postcode,City of London 001,E09000001,City of London
628396,Asda,asda,Retailers - supermarkets/hypermarkets,"Eldonwall Trading Estate, Whalebone Lane South",RM8 1AT,Barking and Dagenham,0.144977,51.566505,GROCER_BAKERY,SUPERMARKET_SUPPLEMENT,RM81AT,E02000003,postcode,Barking and Dagenham 002,E09000002,Barking and Dagenham
1942772,Cake Inn Chadwell Heath,cake inn chadwell heath,Retailers - other,"8 High Road, Chadwell Heath",RM6 6PR,Barking and Dagenham,0.1326732,51.5709928,CORE_BAKERY,VERIFIED_CANDIDATE,RM66PR,E02000003,postcode,Barking and Dagenham 002,E09000002,Barking and Dagenham
128265,Fresh & Exotic,fresh and exotic,Retailers - other,"96 High Road, Chadwell Heath",RM6 6NX,Barking and Dagenham,0.135093,51.571425,GROCER_BAKERY,VERIFIED_CANDIDATE,RM66NX,E02000003,postcode,Barking and Dagenham 002,E09000002,Barking and Dagenham
743298,Freshco Food Ltd,freshco food ltd,Retailers - other,"39-43, High Road, Chadwell Heath",RM6 6QJ,Barking and Dagenham,0.1317732,51.571189,GROCER_BAKERY,VERIFIED_CANDIDATE,RM66QJ,E02000003,postcode,Barking and Dagenham 002,E09000002,Barking and Dagenham
1844381,Londis - Chadwell Heath,londis chadwell heath,Retailers - other,"287 - 295 High Road, Chadwell Heath",RM6 6AU,Barking and Dagenham,0.1450161,51.5729264,GROCER_BAKERY,VERIFIED_CANDIDATE,RM66AU,E02000003,postcode,Barking and Dagenham 002,E09000002,Barking and Dagenham
1909098,Magazin Romanesc,magazin romanesc,Retailers - other,"7 Station Road, Chadwell Heath",RM6 4BE,Barking and Dagenham,0.13060000538826,51.5700950622559,GROCER_BAKERY,LOCATION_VERIFICATION,RM64BE,E02000003,postcode,Barking and Dagenham 002,E09000002,Barking and Dagenham
124152,Sainsbury's,sainsbury s,Retailers - supermarkets/hypermarkets,"97-131 High Road, Chadwell Heath",RM6 6PB,Barking and Dagenham,0.133554,51.571543,GROCER_BAKERY,LOCATION_VERIFICATION,RM66PB,E02000003,postcode,Barking and Dagenham 002,E09000002,Barking and Dagenham
1474252,Barking & Dagenham College,barking and dagenham college,School/college/university,"Dagenham Road, Dagenham",RM7 0XU,Barking and Dagenham,0.17585032,51.56363075,BAKERY_CAFE,LOCATION_VERIFICATION,RM70XU,E02000004,postcode,Barking and Dagenham 003,E09000002,Barking and Dagenham
119318,Cooperative,cooperative,Retailers - supermarkets/hypermarkets,"98-100 Dagenham Road, Rush Green",RM7 0TJ,Barking and Dagenham,0.175648,51.564547,GROCER_BAKERY,VERIFIED_CANDIDATE,RM70TJ,E02000004,postcode,Barking and Dagenham 003,E09000002,Barking and Dagenham
1245209,Handy Stores,handy stores,Retailers - other,"290 Dagenham Road, Dagenham",RM7 0TD,Barking and Dagenham,0.1752036,51.5622631,GROCER_BAKERY,LOCATION_VERIFICATION,RM70TD,E02000004,postcode,Barking and Dagenham 003,E09000002,Barking and Dagenham
1278671,Lifestyle Express,lifestyle express,Retailers - other,"290 Dagenham Road, Dagenham",RM7 0TD,Barking and Dagenham,0.1752036,51.5622631,GROCER_BAKERY,LOCATION_VERIFICATION,RM70TD,E02000004,postcode,Barking and Dagenham 003,E09000002,Barking and Dagenham
1742867,Bean Buzz,bean buzz,Retailers - other,"4 Cinema Parade, Whalebone Lane South, Dagenham",RM8 1AA,Barking and Dagenham,0.1474582,51.5613529,BAKERY_CAFE,VERIFIED_CANDIDATE,RM81AA,E02000005,postcode,Barking and Dagenham 004,E09000002,Barking and Dagenham
122262,Iceland,iceland,Retailers - supermarkets/hypermarkets,"2-8 Whalebone Lane South, Dagenham",RM8 1BJ,Barking and Dagenham,0.147331,51.56255,GROCER_BAKERY,LOCATION_VERIFICATION,RM81BJ,E02000005,postcode,Barking and Dagenham 004,E09000002,Barking and Dagenham
1844392,La Popa Magazin Romanesc,la popa magazin romanesc,Retailers - other,"694 Becontree Avenue, Dagenham",RM8 3HD,Barking and Dagenham,0.1475117,51.5603448,GROCER_BAKERY,VERIFIED_CANDIDATE,RM83HD,E02000005,postcode,Barking and Dagenham 004,E09000002,Barking and Dagenham
1389714,Lidl,lidl,Retailers - supermarkets/hypermarkets,"79a Whalebone Lane South, Dagenham",RM8 1AJ,Barking and Dagenham,0.1460244,51.5636903,GROCER_BAKERY,LOCATION_VERIFICATION,RM81AJ,E02000005,postcode,Barking and Dagenham 004,E09000002,Barking and Dagenham
1381015,Makola Market London Ltd,makola market london ltd,Retailers - other,"2-3  Grand Parade, Oxlow Lane, Dagenham",RM10 7YT,Barking and Dagenham,0.1551534,51.5513827,GROCER_BAKERY,VERIFIED_CANDIDATE,RM107YT,E02000007,postcode,Barking and Dagenham 006,E09000002,Barking and Dagenham
1332937,Oxlane Food Centre LTD,oxlane food centre ltd,Retailers - other,"229-233 Oxlow Lane, Dagenham",RM10 7YA,Barking and Dagenham,0.153637,51.55159,GROCER_BAKERY,VERIFIED_CANDIDATE,RM107YA,E02000007,postcode,Barking and Dagenham 006,E09000002,Barking and Dagenham
415706,Shell Dagenham,shell dagenham,Retailers - other,"Wood Lane, Dagenham",RM10 7RP,Barking and Dagenham,0.147932,51.558771,GROCER_BAKERY,VERIFIED_CANDIDATE,RM107RP,E02000007,postcode,Barking and Dagenham 006,E09000002,Barking and Dagenham
129199,Wm Morrisons Supermarkets Limited,wm morrisons supermarkets limited,Retailers - supermarkets/hypermarkets,"402 Wood Lane, Dagenham",RM10 7RA,Barking and Dagenham,0.148436,51.559382,GROCER_BAKERY,VERIFIED_CANDIDATE,RM107RA,E02000007,postcode,Barking and Dagenham 006,E09000002,Barking and Dagenham
1474250,Bakers and Shakers,bakers and shakers,Retailers - other,"Cherry Tree, Wood Lane, Dagenham",RM8 3LJ,Barking and Dagenham,0.1350064,51.5527129,BAKERY_CAFE,VERIFIED_CANDIDATE,RM83LJ,E02000008,postcode,Barking and Dagenham 007,E09000002,Barking and Dagenham
1210199,Adom Trading Ltd T/A  Amazing Grace,adom trading ltd t a amazing grace,Retailers - other,"592 Longbridge Road, Dagenham",RM8 2AR,Barking and Dagenham,0.110629,51.551418,GROCER_BAKERY,VERIFIED_CANDIDATE,RM82AR,E02000009,postcode,Barking and Dagenham 008,E09000002,Barking and Dagenham
1413687,CKAZKA,ckazka,Retailers - other,"618 Longbridge Road, Dagenham",RM8 2AJ,Barking and Dagenham,0.115259,51.551406,GROCER_BAKERY,LOCATION_VERIFICATION,RM82AJ,E02000009,postcode,Barking and Dagenham 008,E09000002,Barking and Dagenham
1197145,Lidl Great Britain Limited,lidl great britain limited,Retailers - supermarkets/hypermarkets,"807-829 Longbridge Road, Barking",RM8 2DB,Barking and Dagenham,0.1133203,51.5519813,GROCER_BAKERY,LOCATION_VERIFICATION,RM82DB,E02000009,postcode,Barking and Dagenham 008,E09000002,Barking and Dagenham
1917743,ODOGWU CASH & CARRY FOOD LIMITED,odogwu cash and carry food limited,Retailers - other,"Unit 11 Midas Business Centre, Wantz Road, Dagenham",RM10 8PS,Barking and Dagenham,0.1558971,51.548806,GROCER_BAKERY,VERIFIED_CANDIDATE,RM108PS,E02000010,postcode,Barking and Dagenham 009,E09000002,Barking and Dagenham
730045,Polskie Smaki,polskie smaki,Retailers - other,"530 Rainham Road South, Dagenham",RM10 7XD,Barking and Dagenham,0.165059,51.546676,GROCER_BAKERY,VERIFIED_CANDIDATE,RM107XD,E02000011,postcode,Barking and Dagenham 010,E09000002,Barking and Dagenham
128429,Vida & Sons Limited,vida and sons limited,Retailers - other,"574 Rainham Road South, Dagenham",RM10 7XD,Barking and Dagenham,0.165059,51.546676,GROCER_BAKERY,VERIFIED_CANDIDATE,RM107XD,E02000011,postcode,Barking and Dagenham 010,E09000002,Barking and Dagenham
1281765,Ritchies Cafe Ltd,ritchies cafe ltd,Restaurant/Cafe/Canteen,"10 Faircross Parade, Longbridge Road, Barking",IG11 8UN,Barking and Dagenham,0.093127,51.545329,BAKERY_CAFE,VERIFIED_CANDIDATE,IG118UN,E02000012,postcode,Barking and Dagenham 011,E09000002,Barking and Dagenham
710109,Ritchies Fresh Bake,ritchies fresh bake,Takeaway/sandwich shop,"10 Faircross Parade, Longbridge Road, Barking",IG11 8UN,Barking and Dagenham,0.093127,51.545329,CORE_BAKERY,VERIFIED_CANDIDATE,IG118UN,E02000012,postcode,Barking and Dagenham 011,E09000002,Barking and Dagenham
415562,The Co-operative,the co operative,Retailers - supermarkets/hypermarkets,"34 To 36 Faircross Parade, Longbridge Road, Barking",IG11 8UW,Barking and Dagenham,0.094549,51.545834,GROCER_BAKERY,LOCATION_VERIFICATION,IG118UW,E02000012,postcode,Barking and Dagenham 011,E09000002,Barking and Dagenham
465939,Dizz Food T/A ADA Enterprise,dizz food t a ada enterprise,Retailers - other,"440 Hedgemans Road, Dagenham",RM9 6BU,Barking and Dagenham,0.129311,51.539093,GROCER_BAKERY,VERIFIED_CANDIDATE,RM96BU,E02000013,postcode,Barking and Dagenham 012,E09000002,Barking and Dagenham
110607,Greggs,greggs,Retailers - other,"12a Woodward Road, Dagenham",RM9 4SH,Barking and Dagenham,0.12701,51.538928,BAKERY_CAFE,LOCATION_VERIFICATION,RM94SH,E02000013,postcode,Barking and Dagenham 012,E09000002,Barking and Dagenham
1700561,Morrisons Daily,morrisons daily,Retailers - supermarkets/hypermarkets,"16 Woodward Road, Dagenham",RM9 4SH,Barking and Dagenham,0.1268614,51.5389039,GROCER_BAKERY,LOCATION_VERIFICATION,RM94SH,E02000013,postcode,Barking and Dagenham 012,E09000002,Barking and Dagenham
1068972,Angels Bakery,angels bakery,Takeaway/sandwich shop,"269 Heathway, Dagenham",RM9 5AQ,Barking and Dagenham,0.1475988,51.5419706,CORE_BAKERY,LOCATION_VERIFICATION,RM95AQ,E02000014,postcode,Barking and Dagenham 013,E09000002,Barking and Dagenham
128212,Food & Wine Dagenham Ltd,food and wine dagenham ltd,Retailers - other,"1 Parsloes Avenue, Dagenham",RM9 5PA,Barking and Dagenham,0.147065,51.543131,GROCER_BAKERY,VERIFIED_CANDIDATE,RM95PA,E02000014,postcode,Barking and Dagenham 013,E09000002,Barking and Dagenham
122391,Iceland,iceland,Retailers - supermarkets/hypermarkets,"258-262 Heathway, Dagenham",RM10 9NT,Barking and Dagenham,0.148449,51.537917,GROCER_BAKERY,LOCATION_VERIFICATION,RM109NT,E02000014,postcode,Barking and Dagenham 013,E09000002,Barking and Dagenham
129311,Lidl UK GmbH,lidl uk gmbh,Retailers - supermarkets/hypermarkets,"Unit A, 258-262 Heathway, Dagenham",RM10 8QS,Barking and Dagenham,0.148129,51.541852,GROCER_BAKERY,VERIFIED_CANDIDATE,RM108QS,E02000014,postcode,Barking and Dagenham 013,E09000002,Barking and Dagenham
1245185,Longland Shops,longland shops,Retailers - other,"305 Heathway, Dagenham",RM9 5AQ,Barking and Dagenham,0.1476555,51.5428689,GROCER_BAKERY,VERIFIED_CANDIDATE,RM95AQ,E02000014,postcode,Barking and Dagenham 013,E09000002,Barking and Dagenham
1392448,Longland Shops,longland shops,Retailers - other,"295 Heathway, Dagenham",RM9 5AQ,Barking and Dagenham,0.1476157,51.5426358,GROCER_BAKERY,LOCATION_VERIFICATION,RM95AQ,E02000014,postcode,Barking and Dagenham 013,E09000002,Barking and Dagenham
1746922,Lulus,lulus,Takeaway/sandwich shop,"227 - 231 Heathway, Dagenham",RM9 5AN,Barking and Dagenham,0.1477681,51.5403577,BAKERY_CAFE,VERIFIED_CANDIDATE,RM95AN,E02000014,postcode,Barking and Dagenham 013,E09000002,Barking and Dagenham
1853009,Ephatha Foods,ephatha foods,Retailers - other,"4-5 Royal Parade, Church Street, Dagenham",RM10 9XB,Barking and Dagenham,0.1581853,51.5398518,GROCER_BAKERY,VERIFIED_CANDIDATE,RM109XB,E02000015,postcode,Barking and Dagenham 014,E09000002,Barking and Dagenham
1016867,Greggs,greggs,Retailers - other,"214 Heathway, Dagenham",RM10 8RD,Barking and Dagenham,0.148333996534348,51.5406723022461,CORE_BAKERY,LOCATION_VERIFICATION,RM108RD,E02000015,postcode,Barking and Dagenham 014,E09000002,Barking and Dagenham
1681630,Londis Rainham Road,londis rainham road,Retailers - other,"Rainham Road South, Dagenham",RM10 8YT,Barking and Dagenham,0.17255607,51.53662897,GROCER_BAKERY,VERIFIED_CANDIDATE,RM108YT,E02000015,postcode,Barking and Dagenham 014,E09000002,Barking and Dagenham
